name,state,cz,tier,cuny,count,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top1,kid_median,kid_q1,kid_q2,kid_q3,kid_q4,kid_q5,kid_top1,kidq1_if_parq1,kidq2_if_parq1,kidq3_if_parq1,kidq4_if_parq1,kidq5_if_parq1,kidtop1_if_parq1
"Tulsa Technology Center School","OK","Tulsa","Two-year (public and private not-for-profit)",0,398.6666667,54500,20.12863,23.74269,22.90421,23.24587,9.978601,.3332561,25000,18.49149,24.15751,22.90693,20.31764,14.12642,.1588309,25.66786,31.17068,22.8917,13.67238,6.597375,0
"Tulsa Welding School","OK","Tulsa","Two-year for-profit",0,255,43900,27.61636,25.36196,22.27052,16.69174,8.059416,.0618962,26100,18.77939,18.21511,17.76162,21.86496,23.37891,.5276632,18.36094,18.23418,19.00499,23.52136,20.87852,0
"Tunxis Community College","CT","Bridgeport","Two-year (public and private not-for-profit)",0,550.6666667,80800,8.822892,14.85522,20.26656,31.76509,24.29025,.6255732,33000,14.40475,16.25838,23.06714,26.53833,19.73141,.4665487,17.67881,16.75929,29.91067,22.57364,13.07759,.0308896
"Tusculum College","TN","Johnson City","Selective private",0,189,67600,12.88226,20.8433,20.46414,24.35704,21.45326,.6456915,37100,9.202598,18.14293,21.63498,29.96492,21.05456,.25688,13.45283,22.621,35.84717,22.90757,5.171426,.0316545
"Tuskegee University","AL","Auburn","Selective private",0,522.6666667,54400,18.65395,24.27944,22.15865,18.66797,16.23999,.1646332,38900,10.06779,15.15262,19.52173,23.29536,31.9625,.4956066,13.76772,19.06805,23.67237,15.44362,28.04824,0
"Tyler Junior College","TX","Tyler","Two-year (public and private not-for-profit)",0,1694.666667,57400,19.09116,20.63847,22.24901,23.32409,14.69727,.4340585,29800,14.47187,19.49155,24.24664,22.52498,19.26496,.5721743,15.10449,25.74683,28.49172,19.9125,10.74446,0
"Ulster County Community College","NY","Poughkeepsie","Two-year (public and private not-for-profit)",0,484,66300,15.50588,18.20373,23.31417,26.98614,15.99008,.2872554,29000,15.06477,21.68831,22.21498,20.90299,20.12895,.1890551,21.58799,24.22089,18.66083,20.53125,14.99903,.417741
"Umpqua Community College","OR","Roseburg","Two-year (public and private not-for-profit)",0,341.6666667,56700,16.30828,19.39566,30.15922,22.9355,11.20133,.2769573,26600,16.03307,20.80377,24.27291,21.72098,17.16927,.2844062,20.87424,26.82927,22.38388,18.93211,10.98048,.0584031
"Union College of Barbourville, KY","KY","London","Selective private",0,77,56400,24.59888,17.37204,18.0473,25.16352,14.81826,.1592032,36900,7.964357,13.69197,24.12741,33.50748,20.70878,.542618,10.91955,23.51461,36.06717,12.1094,17.38926,.0282727
"Union College of Schenectady, NY","NY","Albany","Highly selective private",0,484,134700,4.299819,6.966099,11.22116,18.28581,59.22712,10.89644,66600,9.501717,6.41403,7.147159,18.11917,58.81792,8.449795,11.13074,12.11209,6.30983,25.48146,44.96588,1.723647
"Union County College","NJ","Newark","Two-year (public and private not-for-profit)",0,1116.666667,62400,15.82872,22.05002,20.39069,21.63616,20.09442,.2734563,33600,13.92455,17.51687,20.70956,23.82297,24.02605,.4477219,15.58616,23.55512,23.77665,20.95361,16.12845,.1943783
"Union University","TN","Jackson","Selective private",0,301.5,89300,7.722707,11.37695,18.60586,26.4794,35.81509,1.875871,38900,13.1027,14.10452,17.31609,27.71749,27.75921,1.148658,14.53709,10.28112,18.99704,30.48332,25.70142,.0414398
"United Education Institute","CA","Los Angeles","Two-year for-profit",0,1165,29600,42.36982,29.54218,18.80055,7.147809,2.139657,.0212586,19100,22.0062,27.90582,26.72165,17.04615,6.320189,.0685002,22.85567,28.63187,27.59655,15.63021,5.285711,.0407996
"United Talmudical Seminary","NY","New York","Nonselective four-year private not-for-profit",0,218,21200,60.97748,11.77842,8.349301,8.359504,10.53531,.5769859,15300,9.857874,55.48868,14.73078,7.080506,12.84216,.7071774,5.959411,63.58121,14.65841,4.030981,11.77,.6489778
"Universal Technical Institute of Orlando, FL","FL","Orlando","Two-year for-profit",0,729,68500,11.04374,17.51686,25.85145,27.57761,18.01034,.3652041,33700,15.97824,15.23825,20.74142,28.35169,19.6904,.2431318,20.97717,22.7183,18.82793,24.86911,12.60749,.0121948
"Universal Technical Institute of Rancho Cucamonga, CA","CA","Los Angeles","Two-year for-profit",0,2105,62900,13.78499,20.75437,24.0013,24.78859,16.67075,.246977,41300,10.76682,11.62653,17.74187,28.23859,31.62619,.3288182,14.79078,15.47248,18.88626,27.61084,23.23964,.1241813
"University Of Advancing Computer Technology","AZ","Phoenix","Four-year for-profit",0,135.3333333,80600,10.39714,14.18359,18.69727,24.14672,32.57529,.8581667,38100,15.13911,12.02567,17.45083,22.25814,33.12627,.7341057,35.46482,14.02575,27.30793,6.591896,16.60961,.0069713
"University Of Akron","OH","Cleveland","Selective public",0,3198.333333,74300,8.432957,15.30313,25.24709,30.84255,20.17428,.5010251,35700,10.78158,15.68965,22.52352,26.22046,24.78479,.7910209,12.74459,24.38975,27.64892,20.91691,14.29982,.4897536
"University Of Alabama","AL","Tuscaloosa","Selective public",0,2843.666667,106100,6.495964,9.659353,13.4872,23.70964,46.64785,3.281747,44300,11.0308,10.93507,15.48599,25.26134,37.28681,2.477683,10.63128,14.73857,23.53261,26.21977,24.87777,.887279
"University Of Alabama At Birmingham","AL","Birmingham","Selective public",0,1373.333333,74600,12.07321,17.10455,20.09556,24.16953,26.55715,.7461525,38100,12.2943,13.97148,19.74792,27.84041,26.14589,1.712129,14.81964,17.81155,25.54751,26.1389,15.6824,.5942623
"University Of Alabama In Huntsville","AL","Huntsville","Selective public",0,636.3333333,91300,7.948333,10.37534,17.91493,28.52474,35.23666,.7683682,45800,12.0726,11.41942,14.85467,21.62778,40.02553,.484365,13.81234,17.40362,20.31965,18.84415,29.62024,0
"University Of Alaska System","AK","Anchorage","Selective public",0,3342.666667,85000,8.015004,13.42159,19.52708,27.90552,31.13081,.4128021,35300,16.1406,16.87954,16.77753,23.31118,26.89116,.7147346,20.56647,22.15618,19.95627,18.15376,19.16733,.3686489
"University Of Arkansas","AR","Fayetteville","Selective public",0,2286,93400,7.195821,11.39068,17.74243,24.87131,38.79975,2.29931,45800,10.94034,12.01963,14.21105,24.28592,38.54306,3.448819,11.31307,14.48771,17.05212,24.53837,32.60873,2.236471
"University Of Arkansas At Fort Smith","AR","Fort Smith","Nonselective four-year public",0,972.6666667,58400,14.77585,23.25987,26.46107,23.5657,11.93752,.410008,27800,15.78507,20.45366,25.65685,23.75946,14.34496,.3230694,18.7424,25.84828,26.41853,15.48668,13.50412,.6971607
"University Of Arkansas At Little Rock","AR","Little Rock","Selective public",0,800.3333333,62900,14.94963,21.64368,21.96823,22.16959,19.26886,.2446336,30900,13.514,19.49503,26.18753,22.25612,18.54731,.8478895,8.924156,25.69249,30.57179,21.06248,13.74908,0
"University Of Arkansas At Monticello","AR","Pine Bluff","Selective public",0,434.6666667,58800,20.88438,20.38944,21.1229,22.96741,14.63586,.2179393,31400,10.90508,19.61746,24.24315,26.1859,19.04841,.7089328,12.46538,24.22652,27.39118,23.02782,12.8891,.012244
"University Of Arkansas At Pine Bluff","AR","Pine Bluff","Selective public",0,596.6666667,35400,32.26835,30.56366,18.2089,12.81516,6.143903,.1101347,28200,11.23555,22.69682,29.93919,24.65639,11.47203,.0323999,12.27113,24.92628,31.72124,22.30915,8.772203,.0426248
"University Of Arkansas Community College At Batesville","AR","Batesville","Two-year (public and private not-for-profit)",0,188.3333333,48700,22.80753,25.40008,25.73435,18.63306,7.424997,.1082458,21400,18.31794,25.16807,26.81747,19.61134,10.08519,.0312694,18.50165,30.14164,29.22844,12.73972,9.388548,.023122
"University Of Arkansas Community College At Hope","AR","Hot Springs","Two-year (public and private not-for-profit)",0,249.6666667,43500,26.64531,26.14961,24.19519,17.07229,5.937593,.3939457,23900,15.81158,25.34628,28.09662,19.15171,11.59379,.1696271,18.63938,33.90626,25.02746,11.47007,10.95682,0
"University Of Arkansas Community College At Morrilton","AR","Little Rock","Two-year (public and private not-for-profit)",0,245.6666667,57300,17.27509,22.59454,25.37314,23.58701,11.17021,.2890744,24400,16.12057,22.51839,26.20477,23.05469,12.10158,.264819,22.29825,27.05527,21.93648,20.63365,8.076352,.0047916
"University Of Bridgeport","CT","Bridgeport","Selective private",0,134,56600,16.56873,21.79086,27.96231,19.19228,14.48582,.5669782,31900,14.71123,12.24732,22.29622,26.81757,23.92765,.3541521,26.95318,7.402298,20.40329,27.78622,17.455,.0725156
"University Of California, Berkeley","CA","San Francisco","Highly selective public",0,4624.333333,114700,8.842338,10.61405,12.88564,16.30819,51.3498,4.711709,67900,9.66705,8.037831,8.217834,14.20178,59.87551,10.11311,12.07324,10.11434,8.185598,14.38018,55.24665,8.640043
"University Of California, Davis","CA","Sacramento","Selective public",0,3996,109400,8.583757,10.50657,13.19509,18.93169,48.78289,2.668641,61600,9.088699,7.959668,9.22908,17.91541,55.80715,4.362657,10.69542,8.65508,9.832152,19.04749,51.76985,3.404713
"University Of California, Irvine","CA","Los Angeles","Highly selective public",0,3244.333333,92100,12.24691,13.2266,15.0228,19.06399,40.4397,1.59645,60400,10.44504,8.454296,9.00617,17.77905,54.31546,3.594236,12.14687,6.982233,7.972281,17.63392,55.26469,2.523461
"University Of California, Los Angeles","CA","Los Angeles","Other elite schools (public and private)",0,4734,105500,10.24269,12.51477,13.29525,16.19405,47.75325,3.682439,65800,10.24614,8.919612,7.687513,14.15399,58.99274,8.160295,11.93684,10.77121,8.081326,14.57406,54.63655,4.400154
"University Of California, Riverside","CA","Los Angeles","Selective public",0,2364.333333,75000,14.66872,16.82574,17.44428,19.28629,31.77498,.8581109,52800,11.05337,9.52892,11.14797,21.5829,46.68682,2.742816,13.34248,11.01259,12.94692,21.6772,41.02081,.6746106
"University Of California, San Diego","CA","San Diego","Highly selective public",0,3264.666667,111300,8.777235,10.86286,12.6737,17.63578,50.05043,3.356757,65300,9.626258,7.499531,8.466903,15.95568,58.45163,6.34073,12.7761,8.406862,7.835385,15.92165,55.06001,4.545521
"University Of California, Santa Barbara","CA","Santa Barbara","Highly selective public",0,3450.333333,124000,6.211503,8.71478,12.73004,17.27431,55.06936,3.812844,58800,9.848819,9.190551,10.0865,17.61748,53.25664,4.751334,10.9509,10.29555,10.049,19.19245,49.5121,2.794073
"University Of California, Santa Cruz","CA","San Jose","Selective public",0,2341.666667,115400,7.374699,9.339924,13.78641,17.32589,52.17307,2.650908,46100,11.73774,13.46312,13.34161,22.00394,39.45359,2.161863,12.66426,14.8867,15.52458,19.36483,37.55962,.7733578
"University Of Central Arkansas","AR","Little Rock","Selective public",0,1487.666667,77200,10.89172,15.52821,20.50277,28.14397,24.93333,.5257825,38800,11.55671,13.16132,19.51607,29.50765,26.25827,1.321096,14.18271,14.94125,25.17018,25.9241,19.78175,1.038065
"University Of Central Florida","FL","Orlando","Selective public",0,4407,91200,7.216628,12.56697,18.16589,24.42767,37.62284,1.45647,46000,10.18272,10.4709,14.17047,26.79447,38.38144,1.716701,8.628954,12.14455,18.3014,24.92971,35.99539,1.26414
"University Of Central Missouri","MO","Kansas City","Selective public",0,1602.333333,83800,5.103507,12.22245,23.03357,31.76763,27.87285,.314176,38900,9.297295,11.51982,22.65169,30.22883,26.30236,.6075068,11.77751,19.74109,23.0466,28.85075,16.58406,0
"University Of Central Oklahoma","OK","Oklahoma City","Selective public",0,1499.666667,77500,8.794923,14.46305,22.60036,30.06334,24.07833,.6406807,37800,12.27933,13.51156,20.20489,26.99776,27.00646,1.248082,15.43937,15.34099,21.97901,27.84174,19.39888,1.011548
"University Of Charleston","WV","Charleston","Selective private",0,119.3333333,77700,10.74384,13.28503,22.9063,28.71393,24.35091,.5714629,38000,12.18952,11.52311,20.89777,25.05269,30.33691,.6949298,21.07789,18.83574,26.80862,22.05975,11.218,.0430769
"University Of Chicago","IL","Chicago","Ivy Plus",0,935.6666667,132000,4.304791,7.004894,12.13333,18.33253,58.22446,9.113939,61700,9.306569,10.17688,9.010764,16.4586,55.04719,11.03789,13.28233,9.687382,11.33217,20.61137,45.08675,11.523
"University Of Cincinnati","OH","Cincinnati","Selective public",0,5028.666667,85200,6.532771,12.85268,20.54872,29.39064,30.67519,.969121,39100,10.57203,13.96332,20.12633,26.03642,29.30191,1.049907,16.03869,19.78953,25.0331,23.27493,15.86374,.7087309
"University Of Colorado System","CO","Denver","Selective public",0,6414.666667,128200,3.700768,6.793775,12.31825,19.3055,57.88171,8.235586,48300,11.23156,11.5243,13.71855,21.27294,42.25266,3.454,13.60507,14.13898,15.30611,23.83186,33.11799,1.370024
"University Of Connecticut","CT","Bridgeport","Highly selective public",0,3297,110300,3.661349,7.822712,13.60698,25.02449,49.88447,1.371687,56700,7.468229,7.901956,10.12338,23.119,51.38743,2.679438,10.78885,11.47972,14.4562,16.4745,46.80072,2.237154
"University Of Dallas","TX","Dallas","Selective private",0,259.6666667,116700,4.593699,8.189798,13.2408,21.88507,52.09063,2.535475,44200,16.54384,12.66147,13.68482,22.03901,35.07086,1.714378,26.96373,8.077301,18.17104,18.1454,28.64254,.0444016
"University Of Dayton","OH","Dayton","Selective private",0,1577,128400,1.767699,5.132126,10.972,23.0961,59.03208,6.234473,57300,7.777063,7.577028,10.48217,22.56246,51.60128,4.386477,6.991925,13.14459,11.84531,31.41502,36.60316,2.337473
"University Of Delaware","DE","Wilmington","Selective public",0,3450,131400,2.233089,5.055148,10.12618,20.01048,62.5751,2.906922,57700,7.696577,8.055753,10.32036,21.83893,52.08839,3.424131,9.781815,13.23703,12.81378,25.17947,38.9879,1.635579
"University Of Denver","CO","Denver","Selective private",0,808.3333333,152000,2.979118,7.12778,10.09901,15.81182,63.98227,15.46354,51200,11.23542,11.63345,12.36343,18.83637,45.93134,5.389749,11.92417,11.00518,10.38214,19.34388,47.34463,4.088711
"University Of Detroit Mercy","MI","Detroit","Selective private",0,358,85200,9.951517,13.68062,16.91387,25.27829,34.1757,.3354504,45600,10.00874,14.29571,14.85731,21.00666,39.83158,2.491631,12.65829,18.38424,23.69498,26.57552,18.68698,.9029042
"University Of Evansville","IN","Evansville","Selective private",0,480.3333333,96700,5.024559,9.154114,17.93009,27.58049,40.31076,2.079816,41600,8.969228,11.56998,19.17337,29.59743,30.69001,1.674294,17.20212,12.56034,30.34413,17.66772,22.22569,2.820995
"University Of Findlay","OH","Findlay","Selective private",0,545.6666667,81800,6.437689,11.61887,25.53263,32.32013,24.09068,.6146229,39900,9.745732,12.62354,19.65696,31.53538,26.4384,.6193819,14.08249,16.33914,24.74455,29.59425,15.23957,1.886497
"University Of Florida","FL","Gainesville","Highly selective public",0,6627,106100,6.096569,10.19692,14.78441,21.54661,47.3755,2.728081,56700,9.585044,8.786271,10.0516,20.68322,50.89387,4.940451,12.03721,9.973716,12.08568,23.11356,42.78983,3.471686
"University Of Georgia","GA","Winder","Highly selective public",0,4793,127400,3.011608,6.387139,11.04627,20.14128,59.41371,4.41244,49900,11.01716,9.995423,12.10052,23.67569,43.21122,4.274282,12.13157,14.07553,14.76943,23.77971,35.24376,3.447265
"University Of Hartford","CT","Bridgeport","Selective private",0,978.6666667,106300,4.352142,9.502398,15.62133,23.90588,46.61824,3.600501,47400,9.437502,11.78391,14.47857,24.19351,40.10651,1.822556,15.74963,11.41721,18.74108,23.7666,30.32546,.7046894
"University Of Hawaii And Hawaii Community Colleges","HI","Honolulu","Selective public",0,5860.333333,75200,10.80431,16.46686,21.40683,26.127,25.195,.4587225,35600,13.14491,14.88904,21.30057,27.0837,23.58178,.3262441,17.89086,19.02558,25.3646,21.46751,16.25146,.2622844
"University Of Houston System","TX","Houston","Selective public",0,4619.333333,65700,15.73133,20.37754,18.84192,19.89985,25.14937,.7114899,45400,11.06898,11.0422,14.17241,27.55771,36.15872,1.651758,10.84696,12.36555,17.6191,27.93027,31.2381,1.145977
"University Of Idaho","ID","Pullman","Selective public",0,1557.666667,86600,6.420516,11.76275,21.34857,28.67609,31.79208,.7289376,41300,10.93998,12.62141,17.9832,24.87617,33.57925,1.474434,9.443633,17.84872,21.94207,27.01151,23.75406,.9872425
"University Of Illinois System","IL","Decatur","Highly selective public",0,9114.666667,109000,5.084679,9.494768,14.21119,22.56672,48.64264,2.000384,59700,8.495606,7.558803,9.932986,20.1182,53.8944,5.003456,13.15087,10.25441,11.72643,23.18887,41.67943,2.088647
"University Of Indianapolis","IN","Indianapolis","Selective private",0,498.6666667,86100,5.360193,12.71763,21.82175,29.62699,30.47342,.8227777,40600,8.15756,12.89628,20.49789,32.1889,26.25934,1.027332,12.04433,23.44423,15.275,31.15279,18.08364,1.274086
"University Of Iowa","IA","Iowa City","Selective public",0,3802.333333,114700,3.14092,6.657067,13.97248,24.04845,52.18109,3.113336,52600,7.803758,8.582492,12.27018,25.11637,46.22721,3.696517,10.2137,11.57306,17.97743,28.20481,32.031,3.103808
"University Of Kansas","KS","Topeka","Selective public",0,3820,116600,3.250931,6.994627,13.32526,23.44347,52.98572,3.896437,47300,9.373209,10.63353,14.40308,25.23836,40.35183,3.219971,14.62956,15.72649,15.7361,24.52935,29.37849,2.980437
"University Of Kentucky","KY","Lexington-Fayette","Selective public",0,4394.333333,98800,5.591904,9.920337,16.4349,26.1184,41.93446,2.157081,40100,10.22342,13.38938,19.26003,26.88183,30.24534,1.771528,12.77657,23.24489,23.01753,23.80097,17.16003,.806923
"University Of La Verne","CA","Los Angeles","Selective private",0,285.3333333,72300,12.08409,16.37019,21.80692,21.91465,27.82416,1.027374,48600,10.99858,10.16601,13.83443,22.08752,42.91346,1.99208,16.17824,16.45918,13.04566,24.27842,30.0385,.9829568
"University Of Louisiana At Lafayette","LA","Lafayette","Selective public",0,2585.666667,75800,13.46699,14.90608,19.79106,25.34255,26.49334,1.033707,39200,11.91617,12.84728,19.41048,26.42142,29.40467,1.616993,11.85979,18.66821,23.31959,26.00846,20.14394,.5742571
"University Of Louisiana At Monroe","LA","Monroe","Selective public",0,1051,59700,20.35144,19.43944,20.50448,22.65296,17.05169,.4768893,35000,10.69246,16.81063,22.73326,25.00247,24.76119,1.052118,10.48566,21.08699,28.4888,21.94749,17.99107,.7195037
