name,state,cz,tier,cuny,count,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top1,kid_median,kid_q1,kid_q2,kid_q3,kid_q4,kid_q5,kid_top1,kidq1_if_parq1,kidq2_if_parq1,kidq3_if_parq1,kidq4_if_parq1,kidq5_if_parq1,kidtop1_if_parq1
"Ohlone College","CA","San Francisco","Two-year (public and private not-for-profit)",0,1059.333333,91100,7.12238,11.35715,18.36341,26.13832,37.01873,.6794328,38500,14.55467,14.06488,17.77666,22.46892,31.13487,1.032123,16.67818,13.57984,19.0321,21.70424,29.00564,.8341965
"Okefenokee Technical College","GA","Waycross","Two-year (public and private not-for-profit)",0,169,35300,36.76937,24.97968,21.7116,11.95777,4.581579,.0505221,16400,18.49167,33.09303,27.75652,13.78247,6.876317,.0862074,18.04478,36.86029,31.04951,9.769388,4.276042,.0161381
"Oklahoma Baptist University","OK","Oklahoma City","Selective private",0,341,91700,5.516122,11.02306,19.1631,28.31561,35.98211,1.004501,39500,14.16196,12.68972,18.96475,27.14634,27.03723,1.911095,27.94983,10.93823,17.66926,31.16854,12.27414,1.944516
"Oklahoma Christian University","OK","Oklahoma City","Selective private",0,374.6666667,88100,6.122366,11.21904,18.90621,30.50497,33.24742,.8962569,36100,12.29726,16.13081,19.72088,23.82529,28.02575,1.253931,9.028454,20.60178,24.18223,25.62321,20.56433,0
"Oklahoma City Community College","OK","Oklahoma City","Two-year (public and private not-for-profit)",0,1379.666667,66900,14.13646,18.06396,24.29691,25.94291,17.55976,.6610901,30100,15.86432,18.36275,23.49985,22.92527,19.34781,.5263278,21.60977,23.27615,22.58435,19.62403,12.9057,.1676496
"Oklahoma City University","OK","Oklahoma City","Selective private",0,214.5,101700,7.065587,8.856066,16.88783,22.54717,44.64334,1.532535,39600,11.52878,13.64611,19.59855,25.42292,29.80364,2.240917,13.50605,11.45699,34.23552,19.88542,20.91602,2.42275
"Oklahoma Panhandle State University","OK","Guymon","Selective public",0,183,56900,12.20576,22.59902,30.39622,27.05454,7.744461,.2395808,33600,13.32305,16.15639,22.72344,25.93291,21.86423,.2169905,11.74105,20.53146,21.99594,24.99648,20.73507,.033254
"Oklahoma State University","OK","Stillwater","Selective public",0,2994.666667,90000,6.123834,12.04642,19.21538,27.34908,35.26529,1.471819,45800,11.99466,10.23628,14.75488,23.43435,39.57983,3.109403,12.22325,14.87126,17.8068,22.42304,32.67565,1.8077
"Oklahoma State University - Oklahoma City","OK","Oklahoma City","Nonselective four-year public",0,517.3333333,64600,14.06242,20.75833,22.36362,25.76551,17.05014,.1235342,30900,16.24127,17.30651,21.94913,25.47233,19.03077,.5936193,20.6265,22.86507,25.95979,18.89855,11.65008,0
"Oklahoma State University Institute Of Technology - Okmulgee","OK","Okmulgee","Nonselective four-year public",0,551,53900,17.29891,22.82938,25.69861,23.19814,10.97497,.1280777,33100,13.97889,16.108,22.21185,22.38494,25.31633,.435311,19.68334,23.34605,23.59789,18.13883,15.23389,.3330371
"Old Dominion University","VA","Virginia Beach","Selective public",0,1549,82400,8.460491,13.3748,21.68342,27.14773,29.33356,.4807609,44300,9.12262,10.39738,15.68351,30.24305,34.55345,.8889817,7.111012,10.85932,22.54386,31.46306,28.02275,.235066
"Olivet College","MI","Lansing","Selective private",0,140,66600,12.72007,15.41001,27.32018,25.24072,19.30903,.229799,34700,11.33765,16.2573,23.69827,29.03866,19.66813,.6057205,27.40881,20.79839,17.37919,24.77161,9.642004,0
"Olivet Nazarene University","IL","Bourbonnais","Selective private",0,415.6666667,81400,6.565275,13.35475,23.82837,29.05422,27.19738,.6792413,35800,12.70282,13.29167,21.97246,27.58991,24.44313,.5766832,8.570639,12.24235,34.24849,26.384,18.55453,.023712
"Olympian Academy Of Cosmetology","NM","Alamogordo","Less than two-year schools of any type",0,105,44200,24.41557,25.63167,23.33704,17.2685,9.347219,.0819781,13400,29.12464,34.00249,20.87944,12.78246,3.210974,.2991289,32.41604,38.34906,22.27067,5.74123,1.222996,1.128508
"Olympic College","WA","Seattle","Nonselective four-year public",0,979,75700,8.999016,14.09279,24.80436,32.8152,19.28863,.170182,30800,18.17166,17.58742,20.31526,21.56443,22.36121,.2704972,27.03071,22.15141,24.14149,16.54392,10.13247,0
"Onondaga Community College","NY","Syracuse","Two-year (public and private not-for-profit)",0,1512.333333,72800,11.10953,17.03006,22.39354,27.72854,21.73834,.3498098,30200,13.51722,18.9338,25.78114,25.41561,16.35223,.3372017,15.39158,25.23223,30.44812,20.66419,8.263876,.1925598
"Oral Roberts University","OK","Tulsa","Selective private",0,615.6666667,76600,9.452364,17.5084,21.37826,24.41434,27.24664,1.057852,32700,16.32795,18.24164,18.61129,20.69862,26.12049,1.349125,21.36687,21.05172,22.32004,20.08257,15.17879,0
"Orange County Community College","NY","Poughkeepsie","Two-year (public and private not-for-profit)",0,1110,80200,9.420334,15.16783,20.33387,29.18063,25.89732,.1454177,33700,13.619,17.82708,21.34098,22.05966,25.15328,.3823946,18.42257,19.98854,21.32588,23.21177,17.05123,.0086118
"Orange Technical Education Centers - Orlando Technical","FL","Orlando","Two-year (public and private not-for-profit)",0,172.3333333,46000,24.62009,27.7705,21.74703,17.71445,8.147924,.076333,19200,18.49848,29.08575,28.39455,16.96276,7.058457,.0547969,20.8983,37.06555,24.95662,10.8802,6.199321,.0527394
"Orangeburg - Calhoun Technical College","SC","Columbia","Two-year (public and private not-for-profit)",0,410.3333333,37200,33.35314,25.03064,19.96248,15.90711,5.746639,.1286183,23200,15.55086,26.29901,29.54177,19.65787,8.950504,.0526067,16.46667,32.5849,31.33418,15.40044,4.213808,0
"Oregon Institute Of Technology","OR","Klamath Falls","Selective public",0,312.6666667,76400,9.760846,15.99726,22.54716,29.25864,22.4361,.1176399,51900,9.959846,10.8682,15.46833,16.53078,47.17285,.8020177,15.47908,9.61832,21.79445,17.02348,36.08467,1.099101
"Oregon State University","OR","Eugene","Selective public",0,2520.666667,100600,5.031875,9.081399,16.65559,26.88976,42.34138,1.814657,50000,10.16889,10.24354,12.74193,23.95642,42.88922,1.687549,15.71965,12.4066,15.40322,23.76707,32.70348,1.588162
"Orleans Technical Institute","PA","Philadelphia","Two-year (public and private not-for-profit)",0,78.5,41000,25.28182,27.89453,21.81511,15.95961,9.048942,.8542539,18100,33.88865,14.52206,22.13643,16.41841,13.03447,.0397992,41.89405,11.74863,20.25171,19.7555,6.350115,.0539673
"Otero Junior College","CO","Pueblo","Two-year (public and private not-for-profit)",0,231.3333333,50100,21.22559,26.45405,22.52098,19.79243,10.00698,.2668033,22500,18.67133,24.43782,26.20372,19.42349,11.26364,.2003082,18.08666,29.97024,27.07259,18.68121,6.189306,.099345
"Otis College Of Art & Design","CA","Los Angeles","Nonselective four-year private not-for-profit",0,124,80500,10.67475,17.10275,18.37771,19.65806,34.18673,4.520846,47600,17.14093,14.03124,15.69586,16.77252,36.35945,2.143747,4.003725,22.69441,18.27754,15.05262,39.9717,.0497552
"Ottawa University","AZ","Phoenix","Nonselective four-year private not-for-profit",0,96,64200,11.50939,21.14437,23.16821,27.37343,16.80461,.0515287,34600,9.299253,11.69734,25.86285,32.67823,20.46233,.4703843,24.45549,9.354522,26.61678,32.97409,6.599124,.2569175
"Otterbein University","OH","Columbus","Selective private",0,474.3333333,88100,4.645108,11.14228,20.7225,30.14932,33.34079,1.555626,42300,8.886572,11.89466,18.0193,31.09117,30.1083,1.536724,7.669638,13.69847,24.05554,28.27739,26.29896,0
"Ouachita Baptist University","AR","Hot Springs","Selective private",0,297.5,88300,9.199872,11.45888,17.92986,27.21899,34.19238,.4717184,40000,12.08041,12.65916,15.7851,29.87713,29.5982,2.597566,12.92475,5.228967,20.46766,35.75813,25.62049,.1472573
"Our Lady Of Holy Cross College","LA","New Orleans","Selective private",0,129.3333333,88400,8.792542,12.31728,19.07117,27.61029,32.20873,.7395603,36600,14.5137,13.4179,20.8149,28.88719,22.36632,.3212518,21.57346,14.80109,21.98293,20.57891,21.06361,.2255168
"Our Lady Of The Lake College","LA","Baton Rouge","Nonselective four-year private not-for-profit",0,148.3333333,86500,6.336016,15.2736,17.70131,31.6725,29.01656,.242206,37200,14.89221,11.79332,20.36381,27.04025,25.91039,.0009586,7.936634,14.05021,39.25142,24.67863,14.08311,.0022387
"Our Lady Of The Lake University","TX","San Antonio","Selective private",0,242.6666667,46000,22.07645,27.25921,24.31506,16.38118,9.968106,0,38800,10.86256,9.147136,23.42154,35.47711,21.09166,.3423773,10.51369,12.31695,22.05169,38.79668,16.321,.0352145
"Owens State Community College","OH","Toledo","Two-year (public and private not-for-profit)",0,2700.333333,68400,11.9865,16.79223,26.00951,30.74858,14.46318,.15809,30100,13.15224,19.70552,25.24949,24.61868,17.27408,.2021997,18.86743,30.43857,24.38102,16.87097,9.442013,.0160109
"Ozark Christian College","MO","Joplin","Nonselective four-year private not-for-profit",0,186.6666667,61400,10.64256,19.00686,23.82051,29.12855,17.40155,.2517068,25800,19.69512,18.612,28.71337,19.25331,13.72622,.8718086,32.90223,14.33521,17.93073,23.37354,11.45828,0
"Ozarks Technical Community College","MO","Springfield","Two-year (public and private not-for-profit)",0,1485.666667,58800,14.46295,21.08146,28.81529,23.78718,11.85312,.4299777,26900,14.24865,21.18161,29.9645,21.84843,12.75682,.1797953,18.1736,26.15229,30.26517,16.99646,8.412483,.003793
"PCI Health Training Center","TX","Dallas","Less than two-year schools of any type",0,172.5,36600,35.12334,35.56025,14.80631,8.910795,5.599298,.227842,22800,11.43685,29.42204,32.87789,21.10466,5.158553,.0009806,10.10921,43.65411,28.80674,14.59846,2.831475,0
"Pace University","NY","New York","Selective private",0,1353.333333,68600,15.17329,19.24373,18.52656,19.99974,27.05667,1.213469,60700,10.43857,8.658936,9.315122,17.35913,54.22824,3.550397,9.895931,7.830914,8.935879,17.76169,55.57559,2.761539
"Pacific Lutheran University","WA","Seattle","Selective private",0,552.3333333,100900,3.266612,8.477476,18.55395,27.05232,42.64965,2.74384,47900,9.122468,11.39084,13.73845,26.7787,38.96955,1.800341,17.11737,8.666778,15.53779,29.84222,28.83583,2.002455
"Pacific Union College","CA","San Francisco","Selective private",0,233,96400,6.151722,11.6835,17.19519,22.7312,42.23839,1.888903,50700,12.65464,12.44107,12.32036,17.9139,44.67002,2.475782,3.023346,22.0605,10.87023,18.97899,45.06692,10.26874
"Pacific University","OR","Portland","Selective private",0,240,92700,4.314635,10.4134,21.54785,30.73619,32.98793,1.061055,47500,10.15389,11.21314,13.71804,26.24734,38.66759,1.558437,8.073437,28.21654,8.315953,23.95051,31.44357,0
"Paine College","GA","Aiken","Selective private",0,176,36800,30.07524,29.53115,20.81087,13.73938,5.843378,.0839063,34100,6.451757,24.65857,32.77933,24.11472,11.99563,.3291742,4.07515,34.34747,35.19536,19.61282,6.769199,.0024709
"Palm Beach Atlantic University","FL","Port St. Lucie","Selective private",0,361,92200,7.862152,12.01906,18.4227,26.14756,35.54853,3.759081,36000,13.62513,17.36906,17.90482,26.14404,24.95694,1.366873,10.55909,15.24455,25.59381,29.35193,19.25061,.1061437
"Palm Beach State College","FL","Port St. Lucie","Nonselective four-year public",0,3321.333333,61900,16.22935,21.31608,20.30202,20.40325,21.74929,.8308139,29100,15.68012,19.87357,23.68023,24.01875,16.74734,.35471,16.50493,24.1928,25.45289,21.89228,11.95711,.1953501
"Palomar College","CA","San Diego","Two-year (public and private not-for-profit)",0,3595.333333,73500,11.75765,17.3047,20.98102,23.70044,26.2562,.7619663,31500,17.70614,17.68072,19.31237,22.05,23.25078,.4686143,18.53664,19.91431,21.73555,22.14129,17.67221,.3361914
"Panola College","TX","Longview","Two-year (public and private not-for-profit)",0,345.3333333,53200,19.91874,23.70726,23.66503,21.87934,10.82963,.1896962,27700,16.70274,21.25793,22.03487,18.73486,21.26961,.7679174,22.93781,27.54227,26.65134,12.91859,9.949993,.4913161
"Paris Junior College","TX","Paris","Two-year (public and private not-for-profit)",0,556.3333333,53700,18.77416,22.43629,25.6122,22.70753,10.46982,.3324193,27200,17.55904,19.61308,25.12205,21.87995,15.82589,.1419643,22.75819,24.30445,24.22655,18.16549,10.54532,.3285336
"Park University","MO","Kansas City","Selective private",0,543,65300,14.04775,18.09423,24.07339,26.7819,17.00274,.4876665,43600,10.48224,10.75834,14.31819,32.12498,32.31625,.4792814,13.95094,11.03746,14.58727,32.86802,27.55631,.0017183
"Parkland College","IL","Decatur","Two-year (public and private not-for-profit)",0,1409,72500,10.95141,15.21413,24.91107,28.33232,20.59108,.7122471,30700,12.01843,20.1596,24.83113,23.69506,19.29578,.2921509,15.55853,29.04333,24.88863,16.87785,13.63166,.8314602
"Pasadena City College","CA","Los Angeles","Two-year (public and private not-for-profit)",0,3321.333333,44600,27.93772,23.20913,19.12341,15.80639,13.92336,.5147735,29500,18.28127,18.7008,20.73938,22.17119,20.10737,.472834,18.17705,19.71982,21.59047,23.27859,17.23407,.4236116
"Pasco - Hernando State College","FL","Tampa","Two-year (public and private not-for-profit)",0,930,51100,19.73351,24.78518,26.07191,20.14722,9.262197,.1371511,25200,18.55479,21.42552,24.06869,22.8247,13.12631,.1279046,21.479,25.93794,23.22274,18.83514,10.52518,0
"Passaic County Community College","NJ","Newark","Two-year (public and private not-for-profit)",0,521.6666667,36400,32.5597,28.11557,17.43256,12.56061,9.331569,0,25200,17.72168,22.63564,25.4539,20.70906,13.47973,.1893775,19.50918,26.2814,24.59252,20.61361,9.003298,.0039502
"Patrick Henry Community College","VA","Martinsville","Two-year (public and private not-for-profit)",0,303.3333333,48800,19.23638,27.46815,28.62361,18.3218,6.350055,.2723344,25300,14.66636,22.84381,31.42355,22.68283,8.383443,.028328,17.87303,30.36156,28.46757,17.99708,5.300766,0
"Paul D. Camp Community College","VA","Newport News","Two-year (public and private not-for-profit)",0,172,53900,24.56438,19.2853,20.82692,24.30869,11.01472,.0636312,26000,13.32241,24.56615,27.77272,22.20599,12.13273,.034275,18.70959,28.3893,32.18555,15.66301,5.052548,.0222243
"Paul Mitchell The School of Costa Mesa, CA","CA","Los Angeles","Less than two-year schools of any type",0,227,85200,8.278008,13.72408,18.27251,25.92312,33.80228,3.293106,10300,29.97465,32.21601,20.1732,10.74389,6.892242,.2636126,42.3457,36.90272,7.742339,12.65347,.3557595,.1088208
"Paul Smith's College Of Arts & Sciences","NY","Plattsburgh","Nonselective four-year private not-for-profit",0,252,76300,11.00794,16.11069,20.81512,28.6407,23.42557,.1855595,34000,10.76665,14.18085,26.72128,31.36478,16.96646,.0302728,13.98014,16.59877,34.94254,16.18931,18.28924,0
"Pearl River Community College","MS","Gulfport","Two-year (public and private not-for-profit)",0,783.3333333,45700,27.73367,22.37745,21.01557,19.19655,9.676762,.1689274,24700,15.65399,24.4758,24.37072,18.09201,17.40748,.6060563,15.5729,33.78478,26.80974,14.00576,9.826818,.134471
"Pellissippi State Community College","TN","Knoxville","Two-year (public and private not-for-profit)",0,1457,73100,10.91879,16.56883,22.84742,27.99026,21.67471,.7401298,26900,15.76025,20.93961,27.83491,21.09031,14.37492,.3628812,20.29726,26.99432,22.34812,19.99693,10.36337,1.001256
"Peninsula College","WA","Port Angeles","Nonselective four-year public",0,316,64900,15.14377,18.79433,26.30711,24.91361,14.84118,.5984784,23600,18.27874,23.56616,23.01637,19.56439,15.57434,.1974248,19.40608,27.9308,28.0304,11.31903,13.31369,.0896764
"Pennsylvania College Of Technology","PA","Williamsport","Selective public",0,1394.333333,73400,8.400036,14.96705,27.61187,29.1542,19.86685,.3954926,40800,8.857569,12.16704,20.56314,29.02028,29.39197,.5488181,13.97101,18.92244,27.32454,20.49609,19.28592,0
"Pennsylvania Highlands Community College","PA","Altoona","Two-year (public and private not-for-profit)",0,200,55800,17.58335,21.66659,33.3354,19.38548,8.02919,.0505221,26700,15.50266,22.7587,29.54038,20.32783,11.87043,.0948776,12.80499,31.3605,34.73038,15.00362,6.100504,.036279
"Pennsylvania State University","PA","State College","Selective public",0,13272.66667,95400,5.827394,10.39183,17.64982,26.37633,39.75463,1.408356,50900,8.631377,9.433326,13.67192,23.42602,44.83736,2.704385,12.91662,14.35706,18.89406,23.58262,30.24964,1.213459
"Pensacola State College","FL","Pensacola","Nonselective four-year public",0,1619.333333,58200,18.33951,20.35741,24.97888,23.48477,12.83944,.288715,26500,16.701,21.86363,26.98624,21.47574,12.97338,.1563902,17.25772,27.77545,29.82801,17.90873,7.23008,.2186825
"Pepperdine University","CA","Los Angeles","Highly selective private",0,569.3333333,124100,4.315082,7.949002,14.11537,18.05162,55.56892,11.78357,55800,13.89985,10.66636,9.498728,16.71005,49.22501,5.203584,17.27224,14.03785,7.200902,18.39016,43.09884,6.899692
"Perry Technical Institute","WA","Yakima","Two-year (public and private not-for-profit)",0,71.5,82000,7.245984,16.98323,23.52106,28.40945,23.84027,1.604751,52200,4.559146,5.247501,9.11747,25.77153,55.30436,1.005773,8.073583,2.335757,7.409176,45.67008,36.5114,0
"Peru State College","NE","Nebraska City","Selective public",0,160.3333333,64600,9.51105,19.12854,33.50242,28.17684,9.68114,.3776188,36000,8.67163,17.53491,22.52345,30.4834,20.7866,.3948662,8.694208,26.4533,22.13246,29.34542,13.37462,0
"Pfeiffer University","NC","Charlotte","Selective private",0,129.5,83600,8.794017,16.15648,16.8277,25.81935,32.40245,.5844266,40200,9.590011,13.32153,22.4814,31.84893,22.75813,.3047073,7.440943,18.43315,33.06968,23.20457,17.85166,.1505577
"Philadelphia University","PA","Philadelphia","Selective private",0,494,99600,4.785206,11.01016,16.63897,23.27609,44.28957,1.668769,49900,9.4765,10.34382,12.19087,24.09606,43.89275,1.108534,10.56851,12.83447,14.05288,19.82435,42.71978,2.792252
"Philander Smith College","AR","Little Rock","Selective private",0,110.6666667,32000,35.31178,33.7704,13.11662,12.01553,5.785676,0,23500,15.6748,27.00357,32.59151,20.20319,4.526944,0,13.92448,30.06283,36.37332,16.82452,2.814848,0
"Phillips Community College Of The University Of Arkansas","AR","West Memphis","Two-year (public and private not-for-profit)",0,258,30200,39.38516,28.14103,16.70688,12.08684,3.680091,.0367821,18300,19.88759,29.33443,28.7293,15.53236,6.516337,.1243187,22.11141,34.70444,28.96519,11.54118,2.677774,0
"Phoenix Metro Community Colleges","AZ","Phoenix","Two-year (public and private not-for-profit)",0,13666.66667,75300,10.63396,17.19333,20.87849,24.9869,26.30733,.8677847,31700,16.63611,17.16934,21.48992,25.04307,19.66155,.4414722,18.28376,21.61389,24.02854,22.47183,13.60198,.296501
"Piedmont College","GA","Gainesville","Selective private",0,139.3333333,81400,7.293126,14.97831,20.29933,28.18121,29.24802,.8136553,36000,10.80059,16.86751,22.82695,30.63078,18.87416,.3135025,9.839344,25.37997,33.70684,21.42962,9.644232,.0161191
"Piedmont Community College","NC","Raleigh","Two-year (public and private not-for-profit)",0,216.6666667,46200,20.30668,29.02517,21.25243,21.38621,8.029513,.0109488,21000,21.15131,24.48748,27.16616,19.29455,7.900504,.0098812,24.42158,33.46071,24.06188,13.67651,4.379325,.0084142
"Piedmont Technical College","SC","Greenville","Two-year (public and private not-for-profit)",0,639.3333333,45200,23.41626,27.69907,22.51178,19.14196,7.230927,.0848405,24800,13.46956,23.77111,32.505,22.17868,8.075644,.0159474,15.59829,29.60199,32.13448,16.48163,6.183609,0
"Piedmont Virginia Community College","VA","Charlottesville","Two-year (public and private not-for-profit)",0,576.6666667,70400,10.41575,18.37244,22.95682,25.74261,22.51237,.7630085,30100,13.86705,17.42305,26.3929,26.89613,15.42087,.2614523,19.45393,22.34841,29.92989,18.5834,9.684374,.024328
"Pierce College","WA","Seattle","Two-year (public and private not-for-profit)",0,1613.666667,73500,9.926513,16.36131,24.13887,29.29479,20.27852,.3609788,33000,17.09449,15.94805,19.54317,25.62765,21.78665,.317327,16.7698,20.63793,17.01103,25.42173,20.1595,.0042817
"Pima County Community College","AZ","Tucson","Two-year (public and private not-for-profit)",0,3201,61400,15.83928,20.53646,23.62201,23.49536,16.50689,.4749985,28100,16.75729,19.15042,25.40018,22.82567,15.86643,.2100113,19.42106,21.48369,28.84963,19.69999,10.54563,.2064621
"Pima Medical Institute","AZ","Tucson","Four-year for-profit",0,812.6666667,44500,24.30984,27.30754,22.41878,16.65127,9.312584,.129766,22700,18.95738,24.74327,29.18687,19.93043,7.182055,.1399752,18.62436,27.70731,32.61799,15.86771,5.182625,.0288075
"Pinellas Technical Education Center - Clearwater Campus","FL","Tampa","Two-year (public and private not-for-profit)",0,151.6666667,45500,25.77515,27.19954,18.17031,18.24923,10.60577,.1319816,18700,22.46986,30.97022,25.5567,15.12596,5.877267,.2028504,26.63155,34.91137,23.19522,14.6175,.6443613,.0230333
"Pinnacle Career Institute","MO","Kansas City","Two-year for-profit",0,68.33333333,51200,14.91678,31.26852,22.19502,20.05359,11.5661,0,31900,15.93035,13.16287,27.82317,22.67901,20.4046,.0097088,17.43451,20.6475,28.03273,15.98162,17.90364,.0128366
"Pioneer Pacific College","OR","Portland","Four-year for-profit",0,191.6666667,52200,18.11707,25.7326,26.36839,21.05128,8.730665,.1626344,23300,19.35873,24.55094,27.31696,21.08972,7.68365,.0517709,17.46097,26.11824,25.04228,22.08582,9.292692,.0474072
"Pitt Community College","NC","Jacksonville","Two-year (public and private not-for-profit)",0,881.6666667,57700,20.55311,20.13889,20.56038,21.44727,17.30036,.3876914,26400,15.35629,22.29089,27.67601,22.68656,11.99024,.2411341,18.82387,31.33326,29.00075,16.08574,4.756389,.189487
"Pittsburg State University","KS","Joplin","Selective public",0,1057,75300,6.653065,14.46407,26.29798,30.63838,21.94651,.4104293,40900,8.561156,11.82765,19.68436,30.66602,29.26083,1.158414,10.22112,17.12513,23.18678,26.47517,22.9918,.5653511
"Pittsburgh Institute Of Aeronautics","PA","Pittsburgh","Two-year (public and private not-for-profit)",0,148.3333333,72400,8.497234,14.99222,31.17039,28.34984,16.9903,.3415692,52100,6.970195,8.849721,13.12731,25.93054,45.12223,.5942795,13.78639,6.31068,25.73167,28.04731,26.12395,.1665101
"Pittsburgh Technical Institute","PA","Pittsburgh","Two-year for-profit",0,792,58900,15.43087,19.69678,28.73371,25.12177,11.01687,.2776341,33400,11.79823,17.07744,23.10333,28.36924,19.65176,.1781686,16.42247,23.78916,21.76271,23.4621,14.56357,.0007971
"Pitzer College","CA","Los Angeles","Highly selective private",0,192,131900,6.241716,8.709092,9.90691,16.14983,58.99245,13.64345,43500,12.57102,15.5015,13.45585,23.56484,34.90678,2.346017,21.79829,13.6889,13.96413,15.0677,35.48097,2.732216
"Pivot Point Academy","IL","Chicago","Less than two-year schools of any type",0,113.5,77600,14.71155,14.673,17.23318,29.19664,24.18564,.6385887,14500,16.66666,36.38314,23.74607,15.72021,7.483916,.4105467,15.97839,52.90883,23.55012,1.203112,6.359548,.1384974
"Platt College of Alhambra, CA","CA","Los Angeles","Four-year for-profit",0,99.66666667,48500,25.96441,22.66213,25.69958,17.69534,7.978532,.60673,24500,17.96223,24.8492,18.20546,23.96524,15.01786,.0513558,17.88489,35.37976,13.65984,19.44988,13.62563,.1652244
"Platt College of Tulsa, OK","OK","Tulsa","Four-year for-profit",0,220.5,38900,33.8041,24.57794,19.47521,16.1093,6.033447,.0505221,14200,22.3761,30.64094,29.75882,13.24073,3.983407,.0146788,18.13885,42.55754,29.55861,8.643911,1.101091,0
"Plaza College","NY","New York","Four-year for-profit",0,159,29100,44.50097,35.78621,10.60995,6.405886,2.696985,.0505221,18800,15.68586,34.11448,26.63186,13.65283,9.91498,.2529429,14.84749,35.64563,29.09748,12.08051,8.328888,.4793486
"Plymouth State University Of The University System Of New Hampshire","NH","Claremont","Selective public",0,765,94200,4.484735,11.59936,18.22343,27.48529,38.20719,.9167206,41000,7.982441,11.49979,21.61065,31.45971,27.44741,.7975409,9.436537,17.52932,23.14396,26.32618,23.56402,.0249303
"Point Loma Nazarene University","CA","San Diego","Selective private",0,501.6666667,113300,3.30315,9.408134,15.20075,22.28593,49.80204,3.971686,45900,13.24661,14.06983,12.85649,20.62127,39.2058,2.369802,5.718057,13.0184,12.12522,26.48406,42.65426,4.113672
"Point Park University","PA","Pittsburgh","Selective private",0,314,79200,8.763743,14.83576,22.35972,26.82578,27.215,.8216798,32800,10.30708,19.53376,22.88171,27.78915,19.4883,.5533656,15.8605,24.10922,13.69703,28.7602,17.57306,0
"Polk State College","FL","Lakeland","Nonselective four-year public",0,1263,59500,16.73032,21.68778,24.11242,24.18313,13.28635,.2720442,29700,14.66427,18.90814,24.80807,25.76521,15.85431,.1375957,17.53536,20.3188,26.76393,22.95772,12.42418,.1648974
"Pomona College","CA","Los Angeles","Other elite schools (public and private)",0,369.3333333,161600,3.681048,6.538109,8.832344,12.82791,68.12059,12.39781,62000,8.557588,9.034168,9.138124,17.63523,55.63488,10.56322,12.19831,9.031561,10.71159,15.07753,52.98102,1.708949
"Portland Community College","OR","Portland","Two-year (public and private not-for-profit)",0,3639.666667,72400,11.20102,17.15957,22.75507,25.40386,23.48049,.6852729,26500,19.62876,20.4706,22.24506,21.41761,16.23797,.2731413,21.7466,25.13811,24.78016,17.27055,11.06458,.2399021
"Portland State University","OR","Portland","Selective public",0,1156.333333,86900,8.344982,13.53597,17.67455,26.35759,34.08689,1.797135,37200,14.35007,16.24686,17.31765,22.63168,29.45374,1.22782,19.04901,14.83841,20.59921,21.41361,24.09976,1.717958
"Post University","CT","Bridgeport","Four-year for-profit",0,132,57800,14.91263,24.7226,22.23191,19.93797,18.19489,1.024385,36800,10.57591,17.68645,19.21893,28.01396,24.50475,.5133031,6.702929,23.69197,27.24425,20.30379,22.05706,.0247585
"Poster & Chester Institute","CT","Bridgeport","Less than two-year schools of any type",0,217,62500,14.43341,22.70225,20.41735,25.71352,16.73349,.2294186,31700,15.08206,17.50858,20.04615,24.42416,22.93906,.5164441,9.502084,19.13794,17.57591,26.95298,26.83109,.0344028
"Prairie State College","IL","Chicago","Two-year (public and private not-for-profit)",0,880.5,60800,16.96895,18.60914,23.58324,25.96465,14.87401,.2123052,22400,18.11576,25.76648,23.5927,19.23395,13.2911,.2029442,25.29262,33.40108,22.55263,12.55821,6.195456,.0373695
"Prairie View Agricultural & Mechanical University","TX","Houston","Selective public",0,1167.333333,45500,21.61001,28.73288,20.97593,17.2662,11.41497,.0005348,34800,10.17232,17.26575,23.11539,29.08089,20.36564,.5897915,8.87133,18.75731,29.33597,27.05548,15.97991,.2625707
"Pratt Community College","KS","Pratt","Two-year (public and private not-for-profit)",0,185,55100,17.7915,22.2797,28.12308,23.33573,8.469995,.0661613,29600,15.46973,19.68785,22.51272,23.10952,19.22019,.4477745,22.93872,18.229,29.9026,21.01479,7.914888,.0314426
"Pratt Institute","NY","New York","Nonselective four-year private not-for-profit",0,465,96100,9.733059,11.77056,15.76357,21.42572,41.30709,3.43845,33200,15.50611,19.09543,16.98332,15.64121,32.77394,.9134639,14.01994,22.36759,19.43583,17.01233,27.16432,1.452387
"Presbyterian College","SC","Greenville","Selective private",0,272.6666667,118100,2.891463,7.013669,11.41098,24.71008,53.9738,4.305543,43900,9.847077,12.30661,14.06987,30.43792,33.33853,2.600901,3.409465,8.958311,13.11346,33.58587,40.9329,4.640656
"Prince George's Community College","MD","Washington DC","Two-year (public and private not-for-profit)",0,1863.333333,65100,12.377,20.83583,23.39581,22.78287,20.6085,.0829158,35700,13.45391,17.06612,19.29056,25.72609,24.46332,.095516,16.12515,19.50651,22.34651,22.17231,19.84951,0
"Princeton University","NJ","Newark","Ivy Plus",0,1027.333333,218100,2.043255,4.146475,6.235626,10.82063,76.75402,20.10596,90700,7.950627,6.541456,5.949233,10.32027,69.23842,23.15807,11.89019,12.33164,3.410954,6.501966,65.86523,14.31679
